,Topic Title,Category,Tags,Author,Leading Comment,Likes,Views,Replies
266,Budgeting for virtual assistants,Human Resources,['Recruiting'],Mitch,"Mitch,
Thanks for reaching out to me. I was guessing somewhere in that neighborhood but it’s nice to have confirmation.
thank you",1,155,3
267,Budgeting for virtual assistants,Human Resources,['Recruiting'],Mitch,@MWC1 You betcha!,1,155,3
268,What email should be used for VA software use?,Human Resources,['Managing a Virtual Team'],Mitch,"Does it matter what email you have linked to the software your VAs use? Would it be wise to use a specific software use email for these tasks? like: research@insert website name
This may be negligible and might not matter but part of me thinks to have separate emails used for different tasks in your business could help at separating and delegating out things. Thanks in advance ",0,133,3
269,What email should be used for VA software use?,Human Resources,['Managing a Virtual Team'],Mitch,"@WillCompere It depends on how much you are using free versions of software.  In particular with email lead finding tools, if you are using free versions you will have short limits placed on usage.  In this case, you will certainly want each VA using their own email.
If you are paying for most of your software and don’t have limits, then one email will work fine and  make managing software usernames and passwords easier.",0,133,3
270,What email should be used for VA software use?,Human Resources,['Managing a Virtual Team'],Mitch,"So using my personal website email as the login for my software is preferable? Also gives more security in case for whatever reason they try to change the password or do something shady, my email would get hit with a notification about it",0,133,3
271,What email should be used for VA software use?,Human Resources,['Managing a Virtual Team'],Mitch,"@WillCompere Ya so for your paid accounts, consider using the same personal website email.  For unpaid accounts, VAs can just use their own emails.",0,133,3
272,VA-How Would I Locate a VA to enter listings into Amazon & E-bay,Human Resources,['Managing a Virtual Team'],uncleusa,"Good morning to all,
I am new to this forum.
I realize that a weakness of mine is entering listings in Amazon & E-bay. It takes forever & I am not good at it. I would like to enter several “regular/normal” listings as well as listings where I bundle several products together.
What would be the best practice for finding help with this either in the United States or out of the United States?
Thanks to all!
Bill",1,267,9
273,VA-How Would I Locate a VA to enter listings into Amazon & E-bay,Human Resources,['Managing a Virtual Team'],uncleusa,"Hi @Bill PURCHASING: New Product Step 1: Pre & Post PO Actions SOP  has steps  that show you how to add a listing to Amazon, if you need to create an Amazon listing you can use PRODUCT LISTING: How to Create a Variation With (and Without) an Upload Doc to walk you through the process.
You can always assign these steps to your sourcing VA to help. When we hire a VA we commonly have them do tasks that are not only sourcing tasks.",1,267,9
274,VA-How Would I Locate a VA to enter listings into Amazon & E-bay,Human Resources,['Managing a Virtual Team'],uncleusa,Amy Wees has a FB group that has a lot of free info about product listings. I’m a member of the group and find it very helpful.,1,267,9
275,VA-How Would I Locate a VA to enter listings into Amazon & E-bay,Human Resources,['Managing a Virtual Team'],uncleusa,I know of several VAs looking for work if you are interested.,1,267,9
276,VA-How Would I Locate a VA to enter listings into Amazon & E-bay,Human Resources,['Managing a Virtual Team'],uncleusa,"I am interested, can we talk?",1,267,9
277,VA-How Would I Locate a VA to enter listings into Amazon & E-bay,Human Resources,['Managing a Virtual Team'],uncleusa,Not sure how to connect other than provide an email address.,1,267,9
278,VA-How Would I Locate a VA to enter listings into Amazon & E-bay,Human Resources,['Managing a Virtual Team'],uncleusa,bollcnv at gmail,1,267,9
279,VA-How Would I Locate a VA to enter listings into Amazon & E-bay,Human Resources,['Managing a Virtual Team'],uncleusa,"I need Trained VA and my email is UNCLEUSA  at Gmail
thanks
Shawn Chhabra",1,267,9
280,VA-How Would I Locate a VA to enter listings into Amazon & E-bay,Human Resources,['Managing a Virtual Team'],uncleusa,"Bill I need Trained VA and my email is UNCLEUSA  at Gmail
thanks
Shawn Chhabra",1,267,9
281,VA-How Would I Locate a VA to enter listings into Amazon & E-bay,Human Resources,['Managing a Virtual Team'],uncleusa,"hi;
I need Trained VA and my email is UNCLEUSA  at Gmail
thanks
Shawn Chhabra
https://www.linkedin.com/in/shawnchhabrausa 2",1,267,9
282,When to use VAs vs employees?,Human Resources,[],Mitch,"Hi -
So I’m ready to bring on my second regular VA. I’ve made up my mind that VAs, in general, will work best to take care of many gruntwork, time-consuming tasks.
However, this VA will do an important task - sourcing. For now, I can’t afford an employee. So, I’m going to use a VA to at least tide me over until I get closer to that point.
But, by early-to-mid next year, I have a good shot at being able to afford an employee. And then I see some people in this forum use VAs full-time to do sourcing.
So, when I can afford an employee to do sourcing, how do I decide to go with an employee or with a VA instead?
Thanks,
Dan",1,171,6
283,When to use VAs vs employees?,Human Resources,[],Mitch,"@dast1983 This depends on what type of sourcing tasks you want the employee to do. If you want someone to do sourcing steps 1-3, a VA can manage this. If you want someone to validate products and communicate with potential suppliers, this is where you need an employee.",1,171,6
284,When to use VAs vs employees?,Human Resources,[],Mitch,"Thanks Mitch. I don’t have WEBS, so what are steps 1-3? What do you mean by “validating products?”",1,171,6
285,When to use VAs vs employees?,Human Resources,[],Mitch,"Dan
My experience has been that with a good VA they can do a large majority of the work.  Our best VA can run almost every aspect of our business other than closing a deal.  He could probably do that also if his English was a little better.  With proper training and tools you can really leverage your VAs.    The primary reason to hire a US based employee for us is a  “sales person”  that can be your closer.",1,171,6
286,When to use VAs vs employees?,Human Resources,[],Mitch,"Ok. Thanks Ben. What makes you keep a VA to do full-time work? They can just leave at the snap of a finger, which makes me a little nervous.",1,171,6
287,When to use VAs vs employees?,Human Resources,[],Mitch,"Dan
I am not sure I fully understand the question and/or concern.  Any employee could leave at any time.   We treat our VA’s like we would any other US based employee.  Treat them well and dont give them a reason to leave.  Having strong SOPs and tools in place allows you to plug people into roles if you do have a change in staffing…",1,171,6
288,When to use VAs vs employees?,Human Resources,[],Mitch,"Steps 1-3 are the WEBS processes that we use. This includes finding storefronts and extracting brands and products from those storefronts. This is the ground work that we have all VAs do. After we receive a price list, we revaluate products to make sure that they are as profitable as we thought at the price point (validating products after the VA finds them).",1,171,6
289,Best va practices,Human Resources,['Managing a Virtual Team'],Mitch,Should we have a VA to only to compile brands and then 1 to do the extraction or depends on the ability of the  VA ? I assume that will be the answer but what is best practice?,2,543,15
290,Best va practices,Human Resources,['Managing a Virtual Team'],Mitch,"I think it depends on the strengths of your VAs. We typically have one find competitors, then every VA will do Product Extractions around other tasks.",2,543,15
291,Best va practices,Human Resources,['Managing a Virtual Team'],Mitch,"Thank you. Also, at one point do we do product extraction? Once I get like 1000 companies on a list  or is there a base line number to generally look at then do hire for extraction ?",2,543,15
292,Best va practices,Human Resources,['Managing a Virtual Team'],Mitch,@Brandon_Bouchereau a Product Extraction is done for each competitor that you find on amazon (so a competitor storefront)–and not per brand. If you are looking to do an extraction process per brand you would follow the Brand sourcing procedures.,2,543,15
293,Best va practices,Human Resources,['Managing a Virtual Team'],Mitch,I’m sorry that’s what I meant,2,543,15
294,Best va practices,Human Resources,['Managing a Virtual Team'],Mitch,"What I meant to ask is we send the 300 emails per week to potential storefronts  we want to source product from. However, in order to send that many emails to different brands we need to find like 1000 storefront brands …are you understanding what I’m trying to ask? I feel like I may be confused about difference btw storefront brand and product brand",2,543,15
295,Best va practices,Human Resources,['Managing a Virtual Team'],Mitch,"I see! Unfortunately there is no rule of thumb number. This varies greatly by the filters you use when extracting, the number of products a competitor has, the category the competitor is in, etc. Sometimes a Product Extraction can produce 100 leads or 0 leads. It is pretty impossible to pick a generic number.
We communicate with our VAs on how many emails we want to send that week, and it is up to them to make sure we consistently have that number of leads in Hubspot for contact.",2,543,15
296,Best va practices,Human Resources,['Managing a Virtual Team'],Mitch,"A storefront is not a brand, a storefront is a list of products that a competitor on Amazon sells. A product brand is the brand that manufactured the product. For example: Seller A sells Colgate Toothpaste. The Storefront would be “Seller A’s” storefront, the product brand would be “Colgate”. Hope that helps!",2,543,15
297,Best va practices,Human Resources,['Managing a Virtual Team'],Mitch,Yes I understand . Just to be clear if storefront A has a product I want to source . That lead name goes towards my 300 emails per week to send to…correct ?,2,543,15
298,Best va practices,Human Resources,['Managing a Virtual Team'],Mitch,"Seller A’s Storefront has a product you want to source. To source this you would enter Seller A into the competitor tracking document, a VA would use PC2 to extract all of Seller A’s products, this would create a Product Extraction spreadsheet. This Product Extraction spreadsheet holds all of the products and brands that Seller A sells on Amazon. The products that work for you get imported to Hubspot, then you contact the brands of those products.",2,543,15
299,Best va practices,Human Resources,['Managing a Virtual Team'],Mitch,Gotcha ! Thanks for clarification and prompt response,2,543,15
300,Best va practices,Human Resources,['Managing a Virtual Team'],Mitch,How do I give permission for my VA to run price checker 2? I gave permission for my seller central account but my VA still cant enter . Need some help @Laura,2,543,15
301,Best va practices,Human Resources,['Managing a Virtual Team'],Mitch,"@Brandon_Bouchereau PC2’s website has a direct help video to show how to download and use PC2 (so does Leaf Sourcing step 2).
You will need to give your VA your PC2 credentials (which will be separate from your Amazon Seller Central credentials).
Once you add a user to your Amazon Seller Central account, you need to go back and change their permissions. This is shown in the AMAZON: How to Edit Permissions in Seller Central.
For more specific questions you can always email support@brightideas.co",2,543,15
302,Best va practices,Human Resources,['Managing a Virtual Team'],Mitch,How many people/VAs do you estimate to have in order to reach the target you guys recommend of 300 emails per week?,2,543,15
303,Best va practices,Human Resources,['Managing a Virtual Team'],Mitch,"I’m hiring a VA in the next week or two.  I had 3 last year, and it just did not go well.  I’m sure it was something I did.  But, is laziness my fault?  Probably.  It is difficult for me to know if I have the right person.  The next VA is being trained by another VA for someone else.  I’m looking forward to see how this works out.",2,543,15
304,Best va practices,Human Resources,['Managing a Virtual Team'],Mitch,"That depends on the number of hours they work, and the other tasks they are assigned. We currently have 4 VAs.",2,543,15
305,VAs familiar with WEBS?,Human Resources,['Managing a Virtual Team'],LizD,"Hello, can anyone suggest good VAs that are also familiar with WEBS sops?
Can WEBS team provide any?
What is the average hourly rate for these people?
Thank you",0,193,1
306,VAs familiar with WEBS?,Human Resources,['Managing a Virtual Team'],LizD,"You will occasionally find people in the forum who need to let VAs go.
We’ve found that with the SOPs as they are, there is only marginal value to finding a pre-trained VA. We usually find them on onlinejobs.ph. They often start a little lower but after a couple of months we like to ensure we’re paying $3/hr.",0,193,1
307,Letting go of a VA,Human Resources,['Managing a Virtual Team'],steph,What is “best practice” when letting go of a VA? Notice and pay?,0,199,2
308,Letting go of a VA,Human Resources,['Managing a Virtual Team'],steph,"Steph, we have an SOP for letting a VA go. It’s kind of up to you on notice and pay… if they’ve been great and you can afford it it’s nice to give them some sort of severance and notice. I’m thinking a week notice and an additional one of severance would be nice.",0,199,2
309,Letting go of a VA,Human Resources,['Managing a Virtual Team'],steph,"Hi Liz.
Hope all is well!
Thank you for the feedback.
I will check out the SOP.",0,199,2
310,Getting a VA for 1.50,Human Resources,['Managing a Virtual Team'],Laura,"How do I find a VA for $1.50
FreeeUp requires minimum of $5
and I’ve some people apply to my listing on OnlineJobs.ph, but most of them want higher pay
Also OnlineJobs.ph has monthly fee. Once I hire, do I cancel the onlinejobs account and pay the VA myself?",2,464,9
311,Getting a VA for 1.50,Human Resources,['Managing a Virtual Team'],Laura,@LizD Might have a good response for this.,2,464,9
312,Getting a VA for 1.50,Human Resources,['Managing a Virtual Team'],Laura,"We have found very few VAs willing to work for $1.50/hr… we usually start them at $2 and up.
In our job posting, we ask them for their expected rate of pay. That makes it easy to weed out anyone who expects too much.
But honestly, our goal is to have them all at $3+/hr after 6 months (because if they’re good enough, they’re worth that… and we want them to stay).
We find them all on onlinejobs.ph… we pay the monthly fee and cancel our account before 30 days is up. Therefore we’re only paying for 1 month of the subscription. We find we can hire within 30 days.",2,464,9
313,Getting a VA for 1.50,Human Resources,['Managing a Virtual Team'],Laura,"What platform do you use to pay them?
On PayPal I noticed there was fee when transferring money to their accounts.",2,464,9
314,Getting a VA for 1.50,Human Resources,['Managing a Virtual Team'],Laura,I use Paypal. I reimburse them the Paypal fees on their next payday.,2,464,9
315,Getting a VA for 1.50,Human Resources,['Managing a Virtual Team'],Laura,Has anyone used Been to pay their VA’s? Any feedback on it’s comparison to PayPal?,2,464,9
316,Getting a VA for 1.50,Human Resources,['Managing a Virtual Team'],Laura,We use Veem,2,464,9
317,Getting a VA for 1.50,Human Resources,['Managing a Virtual Team'],Laura,"We used a combination of paypal and upwork for processing payments but have moved everyone to transferwise to ensure they get as much as we are paying them as possible. It also hooks into hubstaff so the payments are automatic just as if we were using upwork.
Edit: I want to mention that we we only move them off the tracking and payment platform we hired them on after working with them for a while.",2,464,9
318,Getting a VA for 1.50,Human Resources,['Managing a Virtual Team'],Laura,"As a beginner, I understand sourcing is most important, and a VA should do it. Should she/he work on all 5 sourcing steps or just steps 2 and 3? As of right now my VA is part time (1.50 an hour). I might turn her into full time if I find a really good account.",2,464,9
319,Getting a VA for 1.50,Human Resources,['Managing a Virtual Team'],Laura,"@mshayanh13 Not all sourcing steps are fit for a VA. In the overview on the templates there is a bio with who should complete the SOP. If you are only having one VA work, and at that level I would recommend that your VA only work on step 2 and you complete the others. At least until your VA learns the system or you have more VAs.",2,464,9
320,VA workload,Human Resources,['Managing a Virtual Team'],Laura,"I’m about to hire my first VA and want to know how much workload is ideal for him. I plan to delegate 100% of our sourcing activities to him but don’t know how much more I should expect from a fulltime VA.
I’d love to hear your recommendations.
Thanks.",2,434,10
321,VA workload,Human Resources,['Managing a Virtual Team'],Laura,"@twentyfoursevenagent What exactly do you mean by “workload”? Do you mean how many Product Extractions to assign at a time? We assign as many Product Extractions as possible to our VAs, then they work through as many as possible at 40 hours per week.",2,434,10
322,VA workload,Human Resources,['Managing a Virtual Team'],Laura,"I see @Laura.
I plan to have them do Leaf Sourcing. How many competitor storefronts should I expect from them to find and add to the tracking sheet? 50/100/200 per workday? How many completed product extractions?
I just want to have an idea on what is reasonable for me to expect from them based on your experience.",2,434,10
323,VA workload,Human Resources,['Managing a Virtual Team'],Laura,"@twentyfoursevenagent That depends on many factors, such as: your qualifying filters, how long it takes to find email addresses, how fast your VAs are, how fast their computers are, how large the Product Extraction is, etc.
There is no magic number, unfortunately, since all Product Extractions are different sizes. We manage it by communicating to our VAs that we need 300 email addresses of qualified leads in hubspot each week, so they need enough extractions to meet that mark. We have at least 10 competitors in the Competitor tracking document at all times.",2,434,10
324,VA workload,Human Resources,['Managing a Virtual Team'],Laura,"Hi @Laura , I’m also setting up a team of VAs and looking at setting up goals for the scouting of products. It’s not that I doubt that they are doing a great job but I think it would help setting up goals so we have something to strive for. When you say 300 email addresses each week is that for each VA or for the whole VA team?",2,434,10
325,VA workload,Human Resources,['Managing a Virtual Team'],Laura,"@peter It would be awesome if the team found over 300 emails per week, however our metric is that they need to make sure that 300 emails are ready to be sent each week (this means that it needs to go through the sourcing process, from extracted to import). This is our goal for the whole VA team.",2,434,10
326,VA workload,Human Resources,['Managing a Virtual Team'],Laura,Thanks for a swift reply @Laura. May I ask how many VAs you have doing that?,2,434,10
327,VA workload,Human Resources,['Managing a Virtual Team'],Laura,"1 Managing VA (this VA makes sure everyone else is on task and can communicate regularly with the others, they also work on regular daily tasks or special projects).
1 VA that is half time Product Extractions, and the rest of the time does daily tasks for us.
2 VAs who are full time Product Extractions.",2,434,10
328,VA workload,Human Resources,['Managing a Virtual Team'],Laura,"Thanks @Laura, appreciate that.",2,434,10
329,VA workload,Human Resources,['Managing a Virtual Team'],Laura,"So let’s say the VA extacts a large store with 1000s of items but only belonged to 20 brands
How would the VA get 300 leads since just extracting the one store with 1000s of it produces little leads but took many hours to get to that?",2,434,10
330,VA workload,Human Resources,['Managing a Virtual Team'],Laura,"They would need to extract multiple storefronts (and finish multiple Product Extractions) to get to the 300 mark. Sometimes 300 leads can take a full 40 hour work week with more than one VA, but it is up to our VAs to work and make sure they hit that mark.",2,434,10
331,VAs Using Tools,Human Resources,[],angie,"Hi All!
How do ya’ll give your VA’s access to your software tools? I gave my VA’s my developer ID’s and MWS token, but they were unable to get access.",3,438,8
332,VAs Using Tools,Human Resources,[],angie,"Hey @angie! Which tools in particular are you referring to? It’d be a case-by-case basis, meaning each tool would have its own method for sharing access.",3,438,8
333,VAs Using Tools,Human Resources,[],angie,PC2 and Keepa mainly.,3,438,8
334,VAs Using Tools,Human Resources,[],angie,"We give them the same login info we use. Some programs like PC2 do require extra info as you’ve noted… I’m not sure what the problem is but would suggest the two of you get on the phone together. If the info you’re providing is accurate, it might be that your VA is not putting something in correctly?",3,438,8
335,VAs Using Tools,Human Resources,[],angie,"As part of the VA hiring process, we ask them to take a screenshot showing their internet speed. Is there a minimum speed that we’re looking for in order for them to be able to run PC2, etc?",3,438,8
336,VAs Using Tools,Human Resources,[],angie,"Not particularly, we just find it helpful to see how fast the computer they are working on it.",3,438,8
337,VAs Using Tools,Human Resources,[],angie,"I have another tool related question. My VA is saying that their linkedin profile is now requiring an upgrade to premium to access more company/person profiles. How do ya’ll handle this? Should I just send them the extra funds to pay for their subscription or do you even think linkedin is required.
I do have a paid snov.io 1 account that they utilize.",3,438,8
338,VAs Using Tools,Human Resources,[],angie,@angie Snovio needs a paid LinkedIn. We all use one paid LinkedIn account and our VAs have access to it.,3,438,8
339,VAs Using Tools,Human Resources,[],angie,Thank you so much! That clears it up ,3,438,8
340,When to stop accepting applicants,Human Resources,['Recruiting'],Laura,"In one of the WEBS templates, it says
Close position once you have enough applicants (usually 50+)
Is it 50 applicants who are under the $3 range or 50 total?
Also, those that are asking for more than $3 an hour, should we just ignore those applications or let them know what our rate is? Maybe they were asking for higher price to see if they could get it but were willing to work for less.",2,156,2
341,When to stop accepting applicants,Human Resources,['Recruiting'],Laura,"We closed ours as soon as we hit 50 applicants total, then we cut the ones who were asking more than $3.
We still had plenty of qualified applicants. We reached out to 7, ended up trialing 4 total, and in the end we made 1 hire so far.
I really think the trick is to have them all going at the same time, because it made it really easy to see who the stand outs were.
Best of luck!
Matt",2,156,2
342,When to stop accepting applicants,Human Resources,['Recruiting'],Laura,I agree with @MBahe. Close when you have 50 applicants total. Some of the VAs might also accept your rate.,2,156,2
343,VAs and the number of Prime sellers,Human Resources,['Managing a Virtual Team'],Laura,"One of our trial VAs is proving to be quite a rockstar. He figured out that the number of Prime sellers he saw only matched our data if he logged in using his VPN with a US address.

Is that how most people do it?
Thanks in advance,
Matt",5,410,3
344,VAs and the number of Prime sellers,Human Resources,['Managing a Virtual Team'],Laura,"That is awesome!! I love it when VAs take initiative! In order to see the prime sellers, you will need to have a prime account.",5,410,3
345,VAs and the number of Prime sellers,Human Resources,['Managing a Virtual Team'],Laura,Does this impact the prime sellers data that shows in PC2?,5,410,3
346,VAs and the number of Prime sellers,Human Resources,['Managing a Virtual Team'],Laura,"@Rick it does not, since PC2 is hooked up to your account ",5,410,3
347,Hiring first VA,Human Resources,[],twentyfoursevenagent,"I’m working on hiring my first VA and now working on creating a task for qualified applicants. I have a few questions on which SOPs they’re exactly supposed to follow & work on. The HR SOP “Creating Tasks” only talks about assigning and creating a Product Extraction Flowster workflow but does not elaborate which ones should be done by the VA applicant. Below are my questions:


Is this SOP just talking about making VA do numbers <#8 Extract the Full List of Products> and <#9 Filter Data in Excel> only?


There’s no mention that I should add the VA applicants to my Snovio, Jungle Scout, RevSeller and Hubspot accounts but all of those are necessary in following the ""Product Extraction using PC2 SOP. So should I add them?

",0,242,2
348,Hiring first VA,Human Resources,[],twentyfoursevenagent,"You will find that every SOP has a description field, and in that field, it will tell you if that particular task is something we recommend you have a VA do. Does that help?",0,242,2
349,Hiring first VA,Human Resources,[],twentyfoursevenagent,"Got it. BrightIdeas support desk helped me figure it out as well.
Thank you.",0,242,2
350,VAs using your emails?,Human Resources,['Managing a Virtual Team'],APlusSeller,How do you guys arrange your e-mail addresses with Hubspot?  Do you use more than one e-mail address?  I’m thinking of using contact@company.com to send them all out and wait for replies and then forward responses to one of our personal emails like Diana@company.com.  Am I making it too complicated?  Should they just use one?  Should it be the same one Jungle Scout and Keepa are associated with so a VA can use my subscriptions?  Seems pretty trusting on my part to let someone sign into my main e-mail address.,0,329,1
351,VAs using your emails?,Human Resources,['Managing a Virtual Team'],APlusSeller,"If you send them through Hubspot your VA will not have access to your actual inbox. Hubspot simply sends them directly for you. In my opinion it looks better to the brands when the emails come from an actual person.
Hope this helps ",0,329,1
352,Where have you found your best hires?,Human Resources,[],Kane,"We like to use onlinejobs.ph for Virtual Assistant hires.
When hiring locally, we first ask current employees and friends, and post on FB. When word of mouth fails us, we’ve had the best luck with Indeed.com 2. Any other places you’ve found good people?",1,231,1
353,Where have you found your best hires?,Human Resources,[],Kane,"I’ve had great luck with https://www.upwork.com 4 myself! Found some awesome VAs, programmers, graphics designers, and copywriters.",1,231,1
354,About the Amazon Specific Category,Amazon Specific,[],Trent-Admin,Have questions about using the Amazon marketplace? This is the category to use. Please be sure to select the most appropriate sub-category for your questions.,0,0,0
355,Getting positive reviews,Amazon Specific,['Reviews & Customer Service'],LizD,"Hi,
Is there any amazon compliant manner of getting positive reviews for your listing?
Cheers,
David",1,280,3
356,Getting positive reviews,Amazon Specific,['Reviews & Customer Service'],LizD,"Hi David,
Yes there are, you can use a product review software such as zonmaster or feedbackfive to request customers leave a review. Let me know if this helps!
-Grant",1,280,3
357,Getting positive reviews,Amazon Specific,['Reviews & Customer Service'],LizD,"Hi Grant,
Thank you for your answer. I will look into the softwares.
Cheers,
David",1,280,3
358,Getting positive reviews,Amazon Specific,['Reviews & Customer Service'],LizD,You can also still use giveaway/promo sites… you just can’t ask for reviews using those sites.,1,280,3
359,How Can I Increase My Amazon Conversion Rate,Amazon Specific,[],Mitch,How Can I Increase My Amazon Conversion Rate?,0,111,2
360,How Can I Increase My Amazon Conversion Rate,Amazon Specific,[],Mitch,What you’re talking about is called “listing optimization.” It’s a science all its own. Just Google or YouTube “how to optimize my Amazon listings” and similar phrases. You’ll have no problem finding an abundance of info on it. Good luck!,0,111,2
361,How Can I Increase My Amazon Conversion Rate,Amazon Specific,[],Mitch,There is also an SOP on Product Listing Optimization in WEBS but you are correct that it is a science all its own.  Our SOP shows what to look for and how to make changes but there is a lot of work in between that can be down in a million different ways.,0,111,2
362,Reviews wiped out,Amazon Specific,[],Mitch,Any one familiar with reviews wiped out? Is there a way to detect or be notified if the reviews significantly decrease over a short period? Thanks.,1,73,4
363,Reviews wiped out,Amazon Specific,[],Mitch,@liahsidney I’m not real familiar with this.  I’ve heard of a listing with multiple variations being split and each variation only being left with reviews that belonged to it.  I’m also not sure about monitoring overall review numbers.   Most monitor new reviews but I haven’t found anything that will notify you of decreasing reviews.  Keepa or H10 may set it up for you if you ask.,1,73,4
364,Reviews wiped out,Amazon Specific,[],Mitch,"We rely on Helium 10 to see when reviews have changed. They send out emails stating the prior number of reviews and current, e.g.,
"" Number of 1-star reviews changed
Old Value:  130
New Value:  131 ""
I’m not 100% positive they would email you if the number of POSITIVE reviews dropped, e.g., Old Value 130; New Value 100. But you could email their support and ask.",1,73,4
365,Reviews wiped out,Amazon Specific,[],Mitch,"This is interesting. I actually don’t know that helium has this feature. But how do you set this up to show that particular report? Not really particular if negative or positive reviews wiped are specified, just needs to know if reviews have been decreased significantly.",1,73,4
366,Reviews wiped out,Amazon Specific,[],Mitch,"@liahsidney you set it up under the Alerts: Hijacker & Product Monitoring page.  There is a step in the Setting Up Your Accounts and Getting Started SOP that shows how to do it.  We also changed our Seller & Product Review Monitoring SOPs to use H10.  These changes were made last month so you may have to ask for updated templates from Flowster to get them.

image1190×662 127 KB
",1,73,4
367,Request a review,Amazon Specific,[],Mitch,"Anyone encountered the new feature in the manage orders ""request a review?",3,180,6
368,Request a review,Amazon Specific,[],Mitch,"Hi @liahsidney,
I haven’t used the feature but here is what Amazon has to say about it:

We don’t require you to request reviews because our systems already do that on your behalf at no cost to you. If you would still like to request a review for a specific order, we recommended that you use the Request a review feature on the Order Details page instead of asking the customer via email or Buyer-Seller Messaging.


When you request a review using this feature, we ask for both a product review and seller feedback for the order in the same email. These requests use standardized language and are automatically translated into the customer’s preferred language.


You can use this feature to request reviews once per order between 4 and 30 days after the order delivery date. This ensures that customers receive relevant, recent review requests.
",3,180,6
369,Request a review,Amazon Specific,[],Mitch,"Hi @liahsidney !
Amazon’s New Request A Review Button 1 is interesting, but I am not entirely sure that it is useful.
Basically, amazon already sends generic automated emails (I am sure you can recall getting a few of them when you purchase things on amazon)
The problem is that they are not personalized and they come straight from amazon.
The good thing is that this button complies with all of amazon’s Terms of service, so you won’t find yourself in trouble with them. There are other tools out there that allow you to automate more personal email to your orders, but then you start getting yourself into a grey area with amazon’s Terms Of Service. The decision is up to you!",3,180,6
370,Request a review,Amazon Specific,[],Mitch,"@chcsteele9 We actually switched over to the request a review feature.  You can request reviews in bulk using Viral Launch (in WEBS SOPs) or Jungle Scout.
I watched a Viral Launch webinar (tried to find the replay link but couldn’t) that talked about the pros of the request a review button.  Basically, the customer doesn’t have to click any links to leave a product review.  They can leave a review within the follow up.  Also, customers no longer have to leave a written review to give a star rating.  The ease with which customers can leave a review in this strategy has made review rates increase significantly.  Viral Launch used an AirPods listing as an example.  The listing had 3,000 reviews when the request a review feature was implemented in September 2019.  They were at 38,000 reviews and a 4.6 star rating by February.
You can read more about it on Viral Launch’s blog 1 but the choice is ultimately yours on which follow up you’d prefer.",3,180,6
371,Request a review,Amazon Specific,[],Mitch,@Mitch this is indeed helpful! Appreciate this update from you.,3,180,6
372,Request a review,Amazon Specific,[],Mitch,@Mitch have you heard of reviews wiped out?,3,180,6
373,Request a review,Amazon Specific,[],Mitch,@liahsidney I have not.  What do you mean exactly?  On variations or parent ASINs?,3,180,6
374,Vintage watch,Amazon Specific,[],Mitch,Hi! I have some used vintage watches. Can i sell it on amazon? Thanks.,1,65,1
375,Vintage watch,Amazon Specific,[],Mitch,"@ClarkAtti that is a hard question to answer.  Watches are one area not all Amazon sellers can access due to high levels of counterfeit and theft.  The only way to know for sure is to find (or create) a listing and see if you could list product as used.
eBay is likely a better choice for you here.",1,65,1
376,How to reduce ACOS?,Amazon Specific,['PPC'],Mitch,"My ACOS is around 70% right now. Which is pretty bad for my profit margin.
Any tips on how to get it lower?",4,171,5
377,How to reduce ACOS?,Amazon Specific,['PPC'],Mitch,@jims it’s tough to know what improvements could be made without going over the campaign(s).  There is a lot of information online about Amazon advertising you can look through.  Here’s an article that had some good steps to lowering ACoS 8.,4,171,5
378,How to reduce ACOS?,Amazon Specific,['PPC'],Mitch,I thought this was a great episode for that https://blog.viral-launch.com/podcast/amazon-advertising-getting-more-expensive/ 5,4,171,5
379,How to reduce ACOS?,Amazon Specific,['PPC'],Mitch,Thanks guys!,4,171,5
380,How to reduce ACOS?,Amazon Specific,['PPC'],Mitch,"Here are a few ideas to help you try and lower your amazon PPC ACOS

Lower your bids
More Reviews
Price reductions
Higher star rating
Better photography
Add infographics to your images
Add a video to your listing
Change your copy
Change Your Title
Eliminate poor-performing keywords

Each of these ideas should help you improve your conversion rate. Just know that when you first launch a product on amazon (Which it sounds like you just did) your ACOS will naturally be high because you are starting with no reviews. Your PPC ACOS is affected by your Conversion Rate, so make sure you are doing everything possible to improve that.",4,171,5
381,How to reduce ACOS?,Amazon Specific,['PPC'],Mitch,"@chcsteele9 Good point.  ACOS isn’t a direct measure of conversion due to the keywords targeted to get the prospective customer to your listing (as in they could be looking for a different product and have no interest in yours), but conversion rate is very important to having a lower ACOS.",4,171,5
382,Amazon Limiting FBA Inbound Shipments,Amazon Specific,['Inventory Management'],Mitch,"As I’m sure you all have heard from Amazon, they are limiting products that can be sent into their warehouses to “essentials” until April 5th.  For now, I am just planning on trying to build a shipment before I reorder products.
Does anyone know of a better way to find out which of the products in your inventory can be sent in during these messy times?",1,91,2
383,Amazon Limiting FBA Inbound Shipments,Amazon Specific,['Inventory Management'],Mitch,I’d also like to know more about this. Does anyone have any additional info yet?,1,91,2
384,Amazon Limiting FBA Inbound Shipments,Amazon Specific,['Inventory Management'],Mitch,"@Rebca I actually just found out that Amazon’s Restock Inventory page or Restock Inventory report will only show products that you are allowed to ship in currently.
Restock_Inventory3054×852 366 KB
",1,91,2
385,How can i open the category on amazon?,Amazon Specific,[],Khan,"How can i open the category on amazon? I want to ungate toys and grocery, medecine. What should i do?",0,113,4
